Time	Angle(deg)	Pressure_plenum_4(bar)	Temperature_plenum_4(degC)	Mass_plenum_4(kg)	Pressure_plenum_5(bar)	Temperature_plenum_5(degC)	Mass_plenum_5(kg)	Pressure_plenum_14(bar)	Temperature_plenum_14(degC)	Mass_plenum_14(kg)
37.4544	0.377296	2.93628	720.817	0.00113223	2.93628	720.816	0.00113223	3.25261	756.459	0.211804
37.4546	1.54554	2.93804	721.369	0.00113229	2.93804	721.369	0.00113229	3.25357	756.679	0.211821
37.4547	2.13495	2.93876	721.625	0.00113227	2.93876	721.625	0.00113227	3.25389	756.765	0.211825
37.4549	3.33279	2.93988	722.1	0.00113216	2.93987	722.099	0.00113216	3.25417	756.883	0.211818
37.4551	4.53946	2.9406	722.518	0.00113196	2.9406	722.518	0.00113196	3.25397	756.932	0.211795
37.4552	5.13832	2.94081	722.702	0.00113183	2.94081	722.702	0.00113183	3.25367	756.928	0.211776
37.4554	6.31621	2.94086	723.012	0.0011315	2.94086	723.012	0.0011315	3.25263	756.863	0.211722
37.4556	7.46475	2.94042	723.244	0.00113107	2.94042	723.244	0.00113107	3.25095	756.72	0.211642
37.4557	8.03256	2.94002	723.331	0.00113082	2.94001	723.331	0.00113081	3.24991	756.623	0.211594
37.4559	9.16668	2.93881	723.45	0.00113022	2.93881	723.45	0.00113022	3.2475	756.389	0.211485
37.4561	10.3036	2.93716	723.503	0.00112952	2.93714	723.502	0.00112952	3.2447	756.107	0.211361
37.4563	11.4433	2.93512	723.497	0.00112874	2.9351	723.495	0.00112874	3.24171	755.798	0.21123
37.4564	12.0151	2.93398	723.473	0.00112833	2.93399	723.474	0.00112833	3.24009	755.63	0.211158
37.4566	13.1616	2.93149	723.39	0.00112747	2.93147	723.388	0.00112746	3.23661	755.271	0.211005
37.4568	14.3186	2.92864	723.249	0.00112653	2.92862	723.246	0.00112653	3.23283	754.886	0.210838
37.457	15.5009	2.92537	723.046	0.0011255	2.92543	723.052	0.00112552	3.22861	754.462	0.21065
37.4571	16.1073	2.92362	722.927	0.00112497	2.92362	722.926	0.00112496	3.2263	754.234	0.210546
37.4573	17.3297	2.91976	722.636	0.00112381	2.91981	722.641	0.00112382	3.22116	753.736	0.210312
37.4575	18.5217	2.91559	722.293	0.00112259	2.91564	722.297	0.0011226	3.21554	753.203	0.210054
37.4577	19.106	2.91336	722.1	0.00112195	2.91343	722.107	0.00112197	3.2126	752.928	0.209918
37.4579	20.2615	2.90864	721.677	0.00112061	2.9087	721.683	0.00112062	3.20655	752.368	0.209638
37.4581	21.4099	2.90366	721.215	0.00111921	2.90365	721.214	0.0011192	3.20037	751.8	0.209349
37.4583	22.5497	2.89845	720.722	0.00111775	2.89847	720.724	0.00111776	3.19407	751.223	0.209055
37.4584	23.1163	2.89583	720.47	0.00111702	2.8958	720.467	0.00111702	3.19093	750.935	0.208908
37.4586	24.246	2.89041	719.945	0.00111552	2.89036	719.94	0.00111551	3.18469	750.363	0.208616
37.4588	25.3815	2.88484	719.399	0.00111399	2.88482	719.397	0.00111398	3.17848	749.792	0.208326
37.459	26.5288	2.8792	718.841	0.00111243	2.87922	718.844	0.00111244	3.17231	749.223	0.208037
37.4591	27.1094	2.87641	718.565	0.00111167	2.87635	718.559	0.00111165	3.16923	748.938	0.207893
37.4593	28.2913	2.87063	717.99	0.00111008	2.87066	717.994	0.00111008	3.16309	748.371	0.207605
37.4595	29.5065	2.8648	717.409	0.00110847	2.86486	717.415	0.00110849	3.15691	747.799	0.207316
37.4596	30.1172	2.86191	717.121	0.00110768	2.86199	717.129	0.0011077	3.15387	747.517	0.207173
37.4598	31.3161	2.85636	716.566	0.00110615	2.85642	716.572	0.00110616	3.14815	746.986	0.206905
37.46	32.4982	2.85112	716.043	0.0011047	2.8511	716.041	0.0011047	3.14288	746.494	0.206658
37.4601	33.0824	2.84857	715.789	0.001104	2.84863	715.794	0.00110401	3.14043	746.262	0.206544
37.4603	34.2341	2.84386	715.318	0.0011027	2.84387	715.318	0.0011027	3.13588	745.824	0.206334
37.4605	35.3707	2.8395	714.881	0.00110149	2.83947	714.878	0.00110149	3.13173	745.407	0.206145
37.4607	36.5004	2.83541	714.472	0.00110036	2.83538	714.469	0.00110036	3.12792	745.004	0.205976
37.4608	37.0628	2.83348	714.279	0.00109983	2.83345	714.276	0.00109982	3.12612	744.805	0.205898
37.461	38.1949	2.82979	713.909	0.00109881	2.82977	713.907	0.0010988	3.1228	744.418	0.205757
37.4612	39.3435	2.82635	713.565	0.00109785	2.82634	713.564	0.00109785	3.11971	744.033	0.205631
37.4614	40.5092	2.82315	713.245	0.00109697	2.82315	713.245	0.00109697	3.11685	743.65	0.20552
37.4615	41.1019	2.82164	713.093	0.00109655	2.82161	713.09	0.00109654	3.11551	743.458	0.205471
37.4617	42.323	2.81869	712.794	0.00109573	2.81868	712.793	0.00109573	3.11306	743.075	0.205386
37.4619	43.5513	2.81606	712.522	0.00109502	2.81606	712.522	0.00109501	3.11101	742.714	0.205324
37.462	44.1531	2.81491	712.401	0.0010947	2.81491	712.4	0.0010947	3.1101	742.548	0.205297
37.4622	45.333	2.81288	712.177	0.00109416	2.81288	712.177	0.00109416	3.10835	742.266	0.205239
37.4624	46.4898	2.81103	711.963	0.00109368	2.81103	711.962	0.00109368	3.10662	742.074	0.205164
37.4625	47.0627	2.81014	711.855	0.00109346	2.81014	711.854	0.00109345	3.10572	742.011	0.205117
37.4627	48.1963	2.80839	711.634	0.00109302	2.8084	711.633	0.00109302	3.10385	741.927	0.20501
37.4629	49.3183	2.80667	711.404	0.0010926	2.80667	711.404	0.0010926	3.10182	741.837	0.204895
37.4631	50.4505	2.80487	711.156	0.00109218	2.80487	711.156	0.00109218	3.0996	741.689	0.204778
37.4632	51.0216	2.80392	711.023	0.00109195	2.80392	711.023	0.00109196	3.09839	741.588	0.204718
37.4634	52.1713	2.80192	710.744	0.00109148	2.80192	710.744	0.00109149	3.09575	741.343	0.204593
37.4636	53.3401	2.79966	710.441	0.00109094	2.79971	710.446	0.00109096	3.09291	741.07	0.204461
37.4639	54.5546	2.7972	710.131	0.00109033	2.79723	710.134	0.00109034	3.08996	740.781	0.204324
37.464	55.1714	2.79593	709.98	0.00109	2.79596	709.983	0.00109001	3.08845	740.628	0.204255
37.4642	56.3863	2.7934	709.698	0.00108933	2.79344	709.701	0.00108934	3.08547	740.314	0.204121
37.4644	57.5732	2.79089	709.434	0.00108864	2.7909	709.434	0.00108864	3.08247	739.986	0.203988
37.4645	58.1592	2.78958	709.299	0.00108828	2.78962	709.303	0.00108829	3.08096	739.82	0.203922
37.4647	59.314	2.78698	709.032	0.00108756	2.78698	709.031	0.00108756	3.07792	739.489	0.203787
37.4649	60.4453	2.78438	708.762	0.00108684	2.78434	708.758	0.00108683	3.07496	739.168	0.203656
37.465	61.0068	2.78308	708.627	0.00108649	2.78304	708.622	0.00108647	3.0735	739.01	0.203591
37.4652	62.1363	2.78047	708.354	0.00108577	2.78043	708.349	0.00108576	3.07053	738.692	0.203458
37.4654	63.2776	2.77781	708.073	0.00108504	2.77776	708.069	0.00108503	3.06754	738.372	0.203324
37.4656	64.4241	2.7751	707.785	0.0010843	2.77507	707.782	0.00108429	3.06464	738.066	0.203194
37.4657	65.002	2.77376	707.64	0.00108394	2.77371	707.635	0.00108392	3.06327	737.923	0.203132
37.4659	66.1839	2.77111	707.35	0.00108322	2.77105	707.344	0.0010832	3.06065	737.652	0.203012
37.4661	67.3875	2.76855	707.066	0.00108254	2.76855	707.066	0.00108253	3.05817	737.402	0.202898
37.4662	68.0003	2.76733	706.929	0.00108221	2.76731	706.927	0.0010822	3.05697	737.283	0.202842
37.4664	69.2079	2.76498	706.661	0.00108158	2.765	706.663	0.00108159	3.0547	737.061	0.202736
37.4666	70.3982	2.76278	706.409	0.001081	2.7628	706.41	0.00108101	3.05264	736.864	0.202639
37.4668	71.5574	2.76081	706.179	0.00108049	2.7608	706.177	0.00108048	3.05087	736.698	0.202554
37.4669	72.1271	2.7599	706.072	0.00108025	2.75991	706.073	0.00108025	3.05008	736.627	0.202517
37.4671	73.2598	2.75824	705.876	0.00107981	2.75826	705.877	0.00107982	3.04867	736.502	0.202448
37.4673	74.3991	2.75675	705.699	0.00107942	2.75675	705.699	0.00107943	3.04739	736.394	0.202384
37.4675	75.5435	2.75538	705.537	0.00107907	2.75537	705.536	0.00107907	3.04632	736.31	0.20233
37.4676	76.1174	2.75476	705.463	0.0010789	2.75475	705.463	0.0010789	3.04588	736.277	0.202308
37.4678	77.2736	2.75366	705.333	0.00107862	2.75365	705.333	0.00107862	3.04517	736.227	0.202271
37.468	78.4412	2.75278	705.229	0.00107839	2.75277	705.228	0.00107839	3.04458	736.183	0.20224
37.4681	79.0296	2.75239	705.183	0.00107829	2.75239	705.183	0.00107829	3.04428	736.158	0.202225
37.4684	80.2289	2.75167	705.1	0.0010781	2.75166	705.099	0.00107809	3.0436	736.095	0.202193
37.4686	81.4549	2.75092	705.018	0.00107789	2.75092	705.018	0.00107789	3.04278	736.011	0.202155
37.4687	82.0618	2.75056	704.979	0.00107779	2.75055	704.978	0.00107779	3.04234	735.962	0.202135
37.4689	83.2474	2.74981	704.902	0.00107758	2.74981	704.902	0.00107758	3.04144	735.859	0.202096
37.4691	84.4055	2.74907	704.831	0.00107737	2.74906	704.83	0.00107737	3.04044	735.743	0.202053
37.4693	85.5534	2.74826	704.754	0.00107714	2.74825	704.753	0.00107714	3.03929	735.61	0.202003
37.4694	86.1269	2.7478	704.711	0.00107701	2.74781	704.712	0.00107701	3.03865	735.538	0.201976
37.4696	87.2725	2.74681	704.617	0.00107672	2.74682	704.617	0.00107673	3.03731	735.384	0.201917
37.4698	88.4143	2.74573	704.512	0.00107642	2.74572	704.511	0.00107641	3.03583	735.218	0.201852
37.47	89.5561	2.74454	704.393	0.00107608	2.74455	704.394	0.00107608	3.03415	735.034	0.201777
37.4701	90.1299	2.74389	704.328	0.0010759	2.7439	704.328	0.0010759	3.03322	734.934	0.201735
37.4703	91.2894	2.74244	704.178	0.00107549	2.74243	704.177	0.00107549	3.03114	734.714	0.20164
37.4705	92.4762	2.74071	703.997	0.00107501	2.74072	703.998	0.00107502	3.02875	734.469	0.201531
37.4706	93.0839	2.73976	703.896	0.00107475	2.73975	703.895	0.00107475	3.02747	734.339	0.201472
37.4708	94.3182	2.73768	703.674	0.00107418	2.73766	703.672	0.00107417	3.02481	734.069	0.201348
37.471	95.5229	2.73552	703.442	0.00107359	2.73552	703.443	0.00107359	3.02213	733.798	0.201224
37.4711	96.1152	2.73444	703.325	0.00107329	2.73442	703.323	0.00107329	3.02077	733.66	0.201161
37.4713	97.2904	2.73217	703.078	0.00107267	2.73217	703.079	0.00107267	3.01809	733.387	0.201037
37.4715	98.448	2.72988	702.829	0.00107205	2.72985	702.826	0.00107204	3.01551	733.123	0.200918
37.4716	99.0192	2.72873	702.703	0.00107173	2.72873	702.703	0.00107173	3.01427	732.996	0.200861
37.4718	100.153	2.7265	702.458	0.00107113	2.72651	702.459	0.00107113	3.01188	732.749	0.200751
37.472	101.285	2.72433	702.219	0.00107054	2.72434	702.22	0.00107054	3.00956	732.506	0.200644
37.4722	102.419	2.72219	701.982	0.00106995	2.72218	701.982	0.00106995	3.00726	732.264	0.20054
37.4724	103.569	2.72002	701.742	0.00106937	2.72003	701.743	0.00106937	3.00507	732.029	0.20044
37.4725	104.152	2.71895	701.624	0.00106908	2.71896	701.624	0.00106908	3.00405	731.918	0.200394
37.4727	105.336	2.7169	701.396	0.00106852	2.7169	701.396	0.00106852	3.00229	731.72	0.200317
37.473	106.555	2.71505	701.188	0.00106802	2.71507	701.19	0.00106803	3.00091	731.557	0.200257
37.4731	107.174	2.71425	701.096	0.0010678	2.71425	701.096	0.0010678	3.00039	731.489	0.200236
37.4733	108.396	2.71287	700.937	0.00106744	2.71289	700.938	0.00106744	2.99969	731.383	0.20021
37.4735	109.587	2.71186	700.814	0.00106718	2.71187	700.815	0.00106718	2.99947	731.319	0.200208
37.4736	110.171	2.7115	700.767	0.00106708	2.71151	700.768	0.00106709	2.99955	731.301	0.200217
37.4738	111.324	2.71107	700.704	0.00106699	2.71108	700.705	0.00106699	3.00001	731.287	0.200251
37.474	112.463	2.71092	700.667	0.00106697	2.71099	700.675	0.00106698	3.00084	731.297	0.200304
37.4741	113.029	2.71103	700.668	0.00106701	2.7111	700.676	0.00106703	3.00135	731.308	0.200336
37.4743	114.153	2.71152	700.698	0.00106717	2.71155	700.701	0.00106718	3.00257	731.342	0.200411
37.4745	115.291	2.71225	700.75	0.0010674	2.71227	700.752	0.0010674	3.00411	731.394	0.200503
37.4747	116.444	2.71322	700.826	0.0010677	2.71326	700.83	0.00106771	3.006	731.466	0.200615
37.4748	117.027	2.71381	700.874	0.00106788	2.71387	700.88	0.00106789	3.00708	731.509	0.200678
37.475	118.209	2.71532	701	0.00106833	2.7154	701.008	0.00106835	3.00945	731.597	0.200819
37.4752	119.441	2.7172	701.159	0.0010689	2.71728	701.167	0.00106892	3.01209	731.688	0.200977
37.4753	120.056	2.7182	701.243	0.0010692	2.71828	701.251	0.00106922	3.01347	731.735	0.201059
37.4755	121.261	2.72027	701.413	0.00106983	2.72036	701.421	0.00106985	3.01621	731.829	0.201223
37.4757	122.438	2.72244	701.586	0.00107049	2.72254	701.595	0.00107052	3.0189	731.919	0.201385
37.4758	123.019	2.72354	701.672	0.00107083	2.72365	701.682	0.00107086	3.0202	731.96	0.201463
37.476	124.168	2.72572	701.837	0.0010715	2.72586	701.85	0.00107155	3.0227	732.03	0.201616
37.4762	125.298	2.72784	701.987	0.00107217	2.72787	701.987	0.00107218	3.02507	732.089	0.201762
37.4764	126.422	2.72993	702.125	0.00107284	2.72998	702.127	0.00107286	3.02741	732.145	0.201907
37.4766	127.56	2.73205	702.256	0.00107353	2.73212	702.26	0.00107355	3.02986	732.2	0.202059
37.4767	128.134	2.73314	702.32	0.00107389	2.73322	702.325	0.00107391	3.03108	732.222	0.202137
37.4769	129.286	2.73531	702.44	0.00107461	2.73542	702.448	0.00107464	3.03357	732.253	0.202296
37.4771	130.46	2.73753	702.555	0.00107535	2.73759	702.557	0.00107538	3.03612	732.272	0.202463
37.4773	131.062	2.73871	702.615	0.00107575	2.73877	702.617	0.00107577	3.03743	732.277	0.202549
37.4775	132.28	2.74109	702.729	0.00107656	2.74109	702.724	0.00107657	3.04012	732.286	0.202726
37.4777	133.486	2.7434	702.828	0.00107736	2.74345	702.83	0.00107738	3.04292	732.304	0.20291
37.4778	134.082	2.74462	702.884	0.00107778	2.74461	702.878	0.00107778	3.04435	732.317	0.203003
37.478	135.263	2.74699	702.981	0.0010786	2.74696	702.974	0.00107859	3.04727	732.354	0.20319
37.4782	136.414	2.74941	703.079	0.00107944	2.74951	703.086	0.00107947	3.05026	732.406	0.203378
37.4784	137.545	2.75198	703.185	0.00108033	2.75194	703.178	0.00108032	3.05341	732.476	0.203574
37.4785	138.109	2.75317	703.225	0.00108075	2.75333	703.239	0.0010808	3.05509	732.52	0.203678
37.4787	139.245	2.75595	703.339	0.00108172	2.75602	703.342	0.00108174	3.05871	732.623	0.203898
37.4789	140.389	2.75901	703.47	0.00108277	2.75901	703.466	0.00108278	3.0626	732.74	0.204133
37.4791	141.54	2.76235	703.621	0.00108392	2.76233	703.617	0.00108392	3.06667	732.872	0.204378
37.4792	142.12	2.76405	703.696	0.0010845	2.76407	703.695	0.00108451	3.06881	732.946	0.204505
37.4794	143.298	2.76761	703.855	0.00108572	2.76765	703.856	0.00108574	3.07333	733.105	0.204774
37.4796	144.494	2.77147	704.036	0.00108704	2.77148	704.034	0.00108704	3.07817	733.278	0.205061
37.4797	145.103	2.77355	704.137	0.00108774	2.77355	704.135	0.00108774	3.08072	733.367	0.205213
37.4799	146.312	2.77781	704.35	0.00108917	2.77782	704.348	0.00108918	3.08593	733.547	0.205524
37.4801	147.503	2.78217	704.569	0.00109064	2.78218	704.568	0.00109064	3.09141	733.745	0.205848
37.4802	148.085	2.78439	704.683	0.00109138	2.7844	704.682	0.00109139	3.0942	733.85	0.206012
37.4804	149.233	2.78895	704.923	0.0010929	2.78896	704.922	0.00109291	3.09995	734.078	0.206349
37.4806	150.373	2.79377	705.184	0.0010945	2.79378	705.184	0.0010945	3.10588	734.324	0.206692
37.4808	151.513	2.79879	705.46	0.00109615	2.7988	705.46	0.00109616	3.11194	734.581	0.207043
37.4809	152.082	2.80136	705.601	0.001097	2.80136	705.6	0.001097	3.115	734.71	0.20722
37.4811	153.225	2.80659	705.886	0.00109873	2.8066	705.885	0.00109873	3.12116	734.975	0.207575
37.4813	154.373	2.81194	706.172	0.0011005	2.81195	706.172	0.00110051	3.12743	735.277	0.20793
37.4815	155.529	2.81748	706.468	0.00110234	2.81746	706.465	0.00110234	3.13391	735.694	0.208275
37.4816	156.114	2.82032	706.618	0.00110328	2.82032	706.618	0.00110328	3.13724	735.98	0.208437
37.4818	157.307	2.82627	706.937	0.00110525	2.82628	706.936	0.00110525	3.14408	736.801	0.208721
37.4821	158.536	2.83253	707.27	0.00110732	2.83251	707.266	0.00110731	3.15137	738.1	0.208937
37.4822	159.144	2.83566	707.436	0.00110836	2.83565	707.434	0.00110835	3.15518	738.913	0.209021
37.4824	160.331	2.84203	707.784	0.00111045	2.84201	707.782	0.00111045	3.16298	740.65	0.209179
37.4826	161.497	2.84873	708.172	0.00111263	2.84871	708.17	0.00111262	3.17108	742.276	0.209379
37.4827	162.076	2.85222	708.387	0.00111375	2.85221	708.385	0.00111375	3.17508	742.986	0.209496
37.4829	163.228	2.85929	708.852	0.00111598	2.85927	708.85	0.00111597	3.1826	744.238	0.209735
37.4831	164.364	2.86603	709.351	0.00111804	2.86602	709.35	0.00111804	3.1894	745.4	0.209943
37.4833	165.493	2.87252	709.928	0.00111992	2.87253	709.928	0.00111992	3.19596	746.609	0.210125
37.4834	166.058	2.87574	710.26	0.00112079	2.87574	710.26	0.0011208	3.19927	747.233	0.210214
37.4836	167.196	2.88227	711.035	0.00112245	2.88227	711.034	0.00112246	3.20597	748.462	0.210401
37.4838	168.349	2.88887	711.931	0.001124	2.88888	711.93	0.001124	3.21245	749.589	0.210594
37.484	169.526	2.89526	712.881	0.0011254	2.89526	712.88	0.0011254	3.21825	750.584	0.210769
37.4841	170.126	2.89828	713.355	0.00112603	2.89828	713.354	0.00112604	3.22082	751.041	0.210843
37.4843	171.35	2.90389	714.285	0.00112715	2.90389	714.284	0.00112715	3.22558	751.923	0.210973
37.4845	172.559	2.90894	715.185	0.00112808	2.90895	715.185	0.00112809	3.2301	752.769	0.211095
37.4846	173.155	2.91137	715.636	0.00112851	2.91137	715.636	0.00112851	3.23224	753.171	0.211152
37.4848	174.336	2.916	716.535	0.00112928	2.91601	716.536	0.00112928	3.23598	753.896	0.211247
37.485	175.492	2.92	717.375	0.00112987	2.92001	717.376	0.00112987	3.23887	754.495	0.211312
37.4851	176.062	2.9217	717.762	0.00113009	2.92172	717.764	0.00113009	3.24009	754.755	0.211338
37.4853	177.196	2.92466	718.482	0.00113041	2.92467	718.483	0.00113041	3.24249	755.242	0.211395
37.4855	178.323	2.9274	719.172	0.00113068	2.92741	719.172	0.00113069	3.24504	755.706	0.211466
37.4857	179.453	2.9302	719.862	0.00113098	2.93021	719.862	0.00113098	3.24741	756.121	0.211535
37.4858	180.025	2.93155	720.201	0.00113111	2.93155	720.202	0.00113111	3.24829	756.291	0.211557
37.486	181.179	2.93381	720.83	0.00113127	2.93381	720.831	0.00113127	3.24912	756.526	0.211562
37.4862	182.353	2.93515	721.36	0.00113118	2.93516	721.36	0.00113118	3.24883	756.635	0.211522
37.4864	183.564	2.93567	721.801	0.00113088	2.93566	721.801	0.00113088	3.24828	756.696	0.211473
37.4866	184.181	2.93578	722.004	0.00113069	2.93577	722.004	0.00113069	3.24809	756.725	0.211455
37.4868	185.395	2.93598	722.386	0.00113033	2.93597	722.386	0.00113033	3.24748	756.739	0.211412
37.487	186.576	2.9359	722.707	0.00112994	2.9359	722.708	0.00112994	3.24592	756.642	0.211331
37.4871	187.155	2.93558	722.828	0.00112968	2.93558	722.828	0.00112968	3.24485	756.558	0.211278
37.4873	188.302	2.93428	722.981	0.00112901	2.9343	722.983	0.00112901	3.24275	756.379	0.211178
37.4875	189.436	2.93271	723.08	0.00112829	2.93276	723.085	0.0011283	3.24117	756.229	0.211106
37.4877	190.559	2.93147	723.187	0.00112769	2.9315	723.19	0.0011277	3.23985	756.092	0.211048
37.4878	191.122	2.93093	723.241	0.00112742	2.93095	723.243	0.00112743	3.23908	756.01	0.211015
37.488	192.257	2.92967	723.313	0.00112686	2.9297	723.317	0.00112686	3.23663	755.757	0.210907
37.4882	193.405	2.92762	723.284	0.0011261	2.92771	723.293	0.00112612	3.2328	755.376	0.210735
37.4884	194.567	2.92462	723.139	0.00112511	2.92474	723.151	0.00112514	3.22818	754.923	0.210527
37.4885	195.16	2.92286	723.034	0.00112455	2.92299	723.047	0.00112458	3.22579	754.691	0.210419
37.4887	196.379	2.91913	722.794	0.00112339	2.91924	722.805	0.00112342	3.22083	754.213	0.210193
37.4889	197.592	2.91525	722.519	0.0011222	2.91534	722.529	0.00112223	3.21517	753.679	0.209933
37.489	198.188	2.9131	722.353	0.00112156	2.91321	722.364	0.00112159	3.21197	753.38	0.209785
37.4892	199.361	2.90816	721.94	0.00112013	2.9083	721.955	0.00112016	3.20525	752.758	0.209472
37.4894	200.515	2.90264	721.452	0.00111855	2.90282	721.471	0.0011186	3.19916	752.2	0.209189
37.4895	201.084	2.89999	721.213	0.00111779	2.90014	721.229	0.00111783	3.19649	751.955	0.209064
37.4897	202.209	2.89519	720.779	0.00111643	2.89518	720.778	0.00111643	3.19159	751.506	0.208835
37.4899	203.334	2.89073	720.367	0.00111517	2.89062	720.357	0.00111514	3.18663	751.049	0.208603
37.4901	204.472	2.88599	719.916	0.00111385	2.88588	719.907	0.00111382	3.1808	750.512	0.208331
37.4902	205.044	2.8834	719.666	0.00111313	2.8833	719.657	0.0011131	3.17761	750.219	0.208182
37.4904	206.192	2.87788	719.126	0.00111161	2.87773	719.113	0.00111156	3.17124	749.631	0.207884
37.4906	207.361	2.87224	718.573	0.00111005	2.87205	718.555	0.00110999	3.1652	749.073	0.207601
37.4908	208.555	2.86679	718.04	0.00110854	2.86663	718.025	0.00110849	3.15929	748.527	0.207324
37.4909	209.161	2.86409	717.776	0.00110779	2.86396	717.764	0.00110775	3.15618	748.239	0.207178
37.4911	210.362	2.85855	717.234	0.00110625	2.85848	717.226	0.00110623	3.14982	747.651	0.20688
37.4913	211.547	2.8528	716.667	0.00110466	2.85278	716.665	0.00110465	3.14386	747.098	0.2066
37.4914	212.131	2.85006	716.396	0.0011039	2.84996	716.386	0.00110387	3.14128	746.859	0.20648
37.4916	213.278	2.84499	715.896	0.00110249	2.84499	715.895	0.00110249	3.13705	746.461	0.206282
37.4918	214.407	2.84078	715.481	0.00110132	2.84081	715.483	0.00110133	3.13363	746.131	0.206124
37.492	215.54	2.83706	715.113	0.00110029	2.83712	715.119	0.00110031	3.13025	745.79	0.20597
37.4921	216.11	2.83524	714.932	0.00109978	2.83532	714.94	0.00109981	3.12847	745.606	0.20589
37.4923	217.253	2.83157	714.565	0.00109877	2.83167	714.575	0.0010988	3.12494	745.226	0.205734
37.4925	218.402	2.82802	714.209	0.00109779	2.82811	714.219	0.00109781	3.12185	744.868	0.205604
37.4927	219.563	2.82492	713.9	0.00109693	2.825	713.908	0.00109695	3.11935	744.54	0.205506
37.4928	220.148	2.82356	713.766	0.00109655	2.82363	713.772	0.00109657	3.11829	744.385	0.205467
37.4931	221.333	2.82114	713.526	0.00109587	2.82113	713.525	0.00109587	3.11619	744.062	0.205393
37.4933	222.546	2.81874	713.287	0.00109521	2.81874	713.287	0.00109521	3.11424	743.73	0.205332
37.4934	223.152	2.81759	713.17	0.00109489	2.8176	713.172	0.00109489	3.1134	743.572	0.205308
37.4936	224.345	2.81561	712.963	0.00109435	2.81563	712.967	0.00109436	3.11211	743.298	0.205279
37.4938	225.505	2.81414	712.802	0.00109396	2.81414	712.803	0.00109396	3.11138	743.118	0.205267
37.4939	226.078	2.81358	712.735	0.00109382	2.81357	712.735	0.00109381	3.11108	743.065	0.205258
37.4941	227.221	2.81261	712.609	0.00109358	2.8126	712.609	0.00109357	3.11021	743.009	0.205211
